resume_skills,ai_vetted_skills,junior_skills,matched_skills_junior,is_passed,non_experienced_skills,matched_skills_non_experienced,total_resume_skills,total_vetted_skills
"ReactJS, NextJS, TypeScript, JavaScript, HTML, CSS, SASS, React Hooks, Redux, Storybook, Microfrontend, ES6, AWS, Python, Linux, Windows, Git, Bitbucket, Jest, Node.js, Express.js, MongoDB, MySQL, Webpack, Babel, VS Code, Jenkins, JIRA, Postman, Azure Boards, GitHub, REST API, Figma, Vite, Context API, JSON, Ant Design, Data Structures, Algorithms, Problem Solving","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],40,3
"CSS, Bootstrap, HTML, HTML5, CSS3, JavaScript, React, Material UI, Ant Design, React Bootstrap, Git, Redux Toolkit","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"HTML, CSS, JavaScript, Python, React, Git, GitHub","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",7,3
"HTML, CSS, Sass, JavaScript, jQuery, Angular, React, Astro, Bootstrap, UI/UX Design, Front-End Coding, Responsive Design, Mobile Design, Agile, Scrum, Git, VS Code, Jira, Confluence, WordPress, Adobe Photoshop, Adobe Illustrator, Figma, MS Office, Eclipse, GitHub, Bitbucket, Less, TypeScript, Laravel, Drupal, PHP, Problem-Solving, Critical Thinking, Attention to Detail, Accuracy, Adaptability, Flexibility, Time Management, Prioritization, Collaboration, Cross-Functional Coordination, Communication, Presentation Skills, Creativity, Innovation, Active Learning, Continuous Improvement, Teamwork, Interpersonal Skills, Analytical Thinking, Logical Thinking, Empathy, Customer-Centric Mindset, User Experience","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],55,3
"Node.js, React, CSS, WordPress, Project Lead, Problem-Solving, JavaScript, HTML","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],8,3
"React.js, HTML, Laravel, PHP, Vue.js, Python, JSON, MySQL, SQL Server, CodeIgniter, JavaScript, CSS, Bootstrap, jQuery, Linux, CI/CD, Vuex, Vuetify, Java, Axios, REST API, Tailwind CSS, TypeScript, ESLint, Photoshop, WordPress, Xamarin, MongoDB, XML, OpenERP/Odoo, Jasper Report, Bazaar, Android, Kotlin, Swift, .NET, Windows, English","React: Not experienced | JavaScript: Junior | HTML, CSS: Not experienced",['javascript: junior'],['javascript: junior'],FALSE,"['react: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'html: not experienced', 'css: not experienced']",38,3
"Java, Spring Boot, Angular, CSS, TypeScript, PostgreSQL, Eclipse","React: Not experienced | JavaScript: Junior | HTML, CSS: Not experienced",['javascript: junior'],[],FALSE,"['react: not experienced', 'html: not experienced', 'css: not experienced']",['css: not experienced'],7,3
"JavaScript, HTML, CSS, Remix.js, GraphQL, MUI, Mantine UI, React Redux, React.js, MongoDB, Node.js, Problem Solving, Next.js","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],13,3
"Python, Java, JavaScript, PHP, Kotlin, HTML, CSS, C++, React.js, Express.js, Flask, Django, Bootstrap, Google APIs, gRPC, Docker, Git, GitHub, AWS S3, AWS EC2, AWS Lambda, Kubernetes, Agile Methodologies, Selenium, Postman, Pytest, MySQL, PostgreSQL, MongoDB, Google Firestore, Hugging Face Transformers, OpenAI APIs, Gemini AI, TensorFlow, PyTorch, Node.js, RESTful APIs, CI/CD, JSON, scikit-learn, pandas, numpy, matplotlib, Android Studio","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],44,3
"Java, C, Python, HTML5, CSS3, Javascript, MySQL, MongoDB, AWS, Firebase, Android Studio, Figma, GitHub, Replit, Computer Networks, Data Structures & Algorithms, Problem-Solving, Adaptability, Leadership, Communication Skills","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],20,3
"HTML, CSS, JavaScript, Bootstrap, React.js, Node.js, MongoDB, GitHub, Jira, Bitbucket, Gitlab, Jenkins","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"JavaScript, ES6, ReactJS, Redux, React Hooks, React Router, JSX, HTML, CSS, Bootstrap, ExpressJS, NodeJS, MongoDB, Redux-thunk, React Context API, Webpack, npm, RESTful APIs, Axios, JWT, Postman, Git, GitHub, Mongoose, AJAX, JSON, Responsive Design, Continuous Integration, Windows, macOS, Linux","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],31,3
"C, HTML5, CSS, JavaScript, DSA, Java, DBMS, OOP, Spring Boot, SQL, MySQL, React.js, Node.js, UI/UX, Java Server, MongoDB, Problem Solving, SDLC, API, MVC, XML, Kubernetes, Microsoft Azure, Git/GitHub","React: Junior | JavaScript: Senior | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['react: junior', 'html: junior', 'css: junior']",FALSE,[],[],24,3
"HTML, CSS, JavaScript, TypeScript, React.js, Tailwind CSS, Redux, Next.js, Node.js, Express, MongoDB, Prisma, WordPress, Elementor","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],14,3
"C#, .NET Framework, .NET Core, .NET 6+, ASP.NET, ASP.NET MVC, WebAPI, Razor Pages, Blazor, SQL Server, MySQL, PostgreSQL, MongoDB, Redis, HTML5, CSS3, JavaScript, Angular, React, RESTful API, gRPC, SignalR, Microsoft Azure, AWS, Docker, Kubernetes, Serilog, ELK Stack, Application Insights, Quality Assurance Testing, Automated Testing, Git, Entity Framework, EF Core, Dapper, Microservices Architecture, xUnit, NUnit, MSTest, Azure DevOps, Jenkins, Xamarin, .NET MAUI, WPF, SSRS, PowerBI, Crystal Reports, Azure Logic Apps, Azure Data Factory, Redgate SQL Monitor, New Relic, Dynatrace","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],52,3
"HTML, CSS, JavaScript, React.js, PHP, MySQL, Node.js, jQuery, Kotlin, Swift, MSSQL, MongoDB, SQL","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",13,3
"React.js, Node.js, Firebase, MongoDB, HTML, CSS3, React Native, MySQL, Adobe Premiere Pro, Adobe After Effects, Adobe Photoshop, C#","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"React.js, JavaScript, HTML, CSS, Bootstrap, Tailwind CSS, PHP, MySQL, Git, GitHub","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],10,3
"React.js, Angular, Next.js, Node.js, Nest, JavaScript, HTML5, CSS3, TypeScript, Tailwind CSS, Bootstrap, Material UI, Redux, User Interface Design, Next-Auth, Express.js, RESTful APIs, MongoDB, Socket.IO, GraphQL APIs, Object-Oriented Programming, Software Engineering Principles, Performance Testing, Debugging, Unit Testing, Git, GitHub, Vercel, Firebase, Agile Methodologies, Code Review, Troubleshooting, Software Design Patterns","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],33,3
"HTML5, CSS3, JavaScript, React, Redux, Angular, Node.js, Next.js, Vue.js, Bootstrap, Webpack, WebSocket, Backbone.js, jQuery, TypeScript, RESTful API, AWS, Docker, Kubernetes, Jenkins, MySQL, MongoDB, GraphQL, SASS, LESS, AJAX, JSON, Git, Bitbucket, GitLab, Jest, Jasmine, Karma, Cypress, Selenium, React Testing Library, Express.js, Grunt, Gulp, Bower, WordPress, Handlebars.js, Tailwind CSS, Vue Router, Vuex, Vue CLI, Flux, SQL","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],48,3
"HTML, CSS, SASS, JavaScript, TypeScript, Node.js, Java, React, React Native, Next.js, Express, TailwindCSS, Redux, Zustand, SWR, TanStack-Query, RESTful APIs, MongoDB, AWS, S3, Lambda, Firebase, PostgreSQL, Git, GitHub, Data Structures & Algorithms, Test-Driven Development (TDD), Functional Programming (FP), Object-Oriented Programming (OOP)","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],29,3
"Python, Django, Java, C++, C, HTML, CSS, JavaScript, Machine Learning, Data Analytics, Cloud Computing, MERN Stack, Frontend Development, React.js, Creativity, Communication, Teamwork, Public Speaking, Debating, Problem-Solving, Leadership, Time Management, Decision-Making","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"HTML5, CSS3, JavaScript, React.js, Angular, jQuery, Redux, AJAX, MySQL, MongoDB, PostgreSQL, SQL Server, Oracle, Redis, Firebase, Cassandra, Node.js, Express.js, Next.js, NPM, Java, Spring Boot, Hibernate, Python, Django, ASP.NET, Flask, MVC Framework, SOAP, RESTful APIs, Maven, Microservices, Bash Script, Git, Visual Studio Code, Docker, Jenkins, Kubernetes, AWS, Microsoft Azure, Apache, Nginx, Swagger, Postman, Apache Kafka, GitLab, CI/CD, Linux, Jest, Agile, Scrum, Heroku","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],52,3
"React.js, Jest, Jenkins, Material UI, Data Science, JavaScript, Software Testing, HTML5, Ant Design, Redux, TypeScript, Git, CSS3, Machine Learning, Redux Saga","React: Junior | JavaScript: Mid-level | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['react: junior', 'html: junior', 'css: junior']",FALSE,[],[],15,3
"Java, Swift, JavaScript, SwiftUI, Python, PySpark, HTML, CSS, Bootstrap, React.js, Node.js, Express.js, Spring Framework, Spring Boot, Spring Cloud, PostgreSQL, MySQL, MongoDB, Oracle, Git, JIRA, Bitbucket, Confluence, Docker, Mockito, Microsoft App Center, Chai, Mocha, Jest, XCTest, XCUITest, AWS S3, AWS EC2, AWS SQS, AWS CloudWatch, AWS Lambda, AWS Elastic Beanstalk, AWS RDS, Charles, Postman, Figma, Restful APIs, Agile, Databricks, Apache Spark, Apache Kafka, Xcode, GitLab CI/CD, SonarQube","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Junior","['html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,[],[],49,3
"HTML5, CSS3, JavaScript, React, Tailwind CSS, Bootstrap, Git, GitHub, Responsive Design, Debugging, Browser Developer Tools, Visual Studio Code","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"Node.js, React, Express.js, MongoDB, Jenkins, Docker, AWS IAM, AWS S3, AWS EC2, HTML, JavaScript, TypeScript, GraphQL, Ajax, JSON, LAMP, XAMPP, REST Services, PHP, YII (MVC Framework), MySQL, Eclipse, Visual Studio Code, SOAP Services, Apache, AWS Lambda, SVN, GIT, TFS, Redux, jQuery, CSS, SASS, LESS, Dreamweaver, PHPStorm, SQL Server, HTML5, CSS3, Bootstrap, Angular, Smarty","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],42,3
"HTML, JavaScript, CSS, SCSS, Zustand, Redux, Git, Google APIs, OAuth, Axios, JSON, Microsoft Office, React.js, Next.js, Vue.js, Nuxt.js, Node.js, Express.js, Vite, Webpack, WordPress, Shopify, Ghost.org, Strapi, Framer, Postman, Jest, Cypress, PostgreSQL, MongoDB, Mongoose, Google Cloud Platform, Firebase, TailwindCSS, MUI, Bootstrap, jQuery, lodash, Draft.js, Chart.js, Recharts, Framer Motion, GSAP, Adaptive Web Design, Responsive Web Design, Figma, Adobe XD, Photoshop, Agile, SCRUM","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],50,3
"TypeScript, JavaScript, React.js, Redux, Next.js, Vue.js, HTML, CSS, Tailwind CSS, Bootstrap, Ant Design, ShadCN UI, NextUI, MUI, Node.js, Express.js, Mongoose, VS Code, Android Studio, Postman, Figma, Vercel, Netlify, IntelliJ IDEA Ultimate","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],24,3
"C, HTML, CSS, JavaScript, PHP, Laravel, ReactJS, Sublime Text 3, GitHub, GitLab, Visual Studio Code, Heroku, Windows 11, Fedora, Ubuntu, XAMPP, Laragon, MySQL, Oracle, NoSQL, HeidiSQL, WordPress, Data Annotation, Figma, MERN, Bootstrap, Sass, CSS3, PHPStorm, MongoDB, Express.js, Node.js","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],32,3
"HTML, CSS, JavaScript, C, C++, Java, Node.js, MySQL, MongoDB, React.js, Bootstrap, Data Structures & Algorithms, System Design, Distributed Computing","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",14,3
"HTML, CSS, JavaScript, React.js, Next.js, Node.js, Express.js, RESTful APIs, MongoDB, Git, GitHub, Postman, JWT Authentication","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],13,3
"Creativity, Adaptability, Management, Collaboration, Problem-Solving, Emotional Intelligence, Organization, Communication, HTML, CSS3, JavaScript, MySQL, Firebase, Bootstrap, Vue.js, Node.js, Figma, GitHub, Microsoft Excel, Microsoft Word","React: Not experienced | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,['react: not experienced'],[],20,3
"Java, Shell Scripts, Project Management, Agile Methodologies, DevOps, GitLab, Jenkins, Docker, Node.js, React.js, Scrum, AWS, TypeScript, Jest, VSCode Extension Development, Spring Boot, Spring Security, Vaadin, MongoDB, OpenAI APIs, HTML, CSS, Next.js, Tailwind.css, C#, Python, Django, Flask, ASP.NET Core, MySQL, PostgreSQL, CircleCI, Git, Nginx, GraphQL, RESTful API, NoSQL, Redis, FastDFS, Design Patterns, WebSockets, Cisco, SonarQube, jQuery, WordPress, ADA Compliance, SEO, UI/UX, Wireframing","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],49,3
"JavaScript, TypeScript, Python, C/C++, Rust, HTML/CSS, React, Tailwind CSS, Node.js, Express, React Native, Next.js, Tauri, MongoDB, MySQL, Redis, Git, Visual Studio Code, Android Studio, Postman, Collaboration, Continuous Learning, Resilience","React: Mid-level | JavaScript: Mid-level | HTML, CSS: Mid-level",[],[],FALSE,[],[],23,3
"Java, Python, Linux, MySQL, React, Spring Boot, Debugging, RESTful API Design and Development","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",['react: junior'],FALSE,[],[],8,3
"Java, C, C++, Python, JavaScript, React.js, Node.js, MongoDB, Express.js, WebRTC, Data Structures and Algorithms, MySQL, Problem Solving, Collaboration, Adaptability, Time Management","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior']",FALSE,[],[],16,3
"Time Management, Creativity, Software Development, Team Collaboration, Attention to Detail, Critical Thinking, Leadership, IT Consultancy","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",[],FALSE,[],[],8,3
"HTML, CSS, React.js, GitHub, Bootstrap, Tailwind CSS","React: Junior | JavaScript: Junior | HTML, CSS: Mid-level","['react: junior', 'javascript: junior']",['react: junior'],FALSE,[],[],6,3
"React.js, HTML, CSS, JavaScript, Bootstrap, GitHub, Git, VS Code, Sublime Text, Android Studio, Postman, Redux, AngularJS, Cordova, Ionic, Node.js, RESTful API, React Hooks, React Router, JWT","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],20,3
"Python, JavaScript, HTML, CSS, Node.js, Tailwind, React.js, VScode, Git, GitHub, MongoDB, App Development, Cloud Security, Problem Solving, Self-learning, Presentation, Adaptability","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],17,3
"HTML, CSS, Bootstrap, JavaScript, React.js, Python, Express, Node.js, SQLite, Flexbox, Git","React: Not experienced | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,['react: not experienced'],['react: not experienced'],11,3
"JavaScript, TypeScript, Vue.js, React, Next.js, Node.js, Express.js, RESTful APIs, Jest, Cypress, TDD, Tailwind CSS, Material Design, Chakra UI, GitHub, CI/CD, Agile, Prototyping, Iterative Development, Linux, Git, Cross-browser Development, Cross-platform Development, Collaboration, Mentoring, Technical Leadership, Communication, Knowledge Sharing, Innovation, Adaptability","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'css: junior']",FALSE,[],[],30,3
"HTML, CSS, JavaScript, TypeScript, React, React Native, Angular, Vue, Next.js, Node.js, Nest.js, REST, GraphQL, Headless CMS, AWS","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],15,3
"C#, .NET, Entity Framework, HTML, CSS, Bootstrap, jQuery, JavaScript, React, Redux, Git, MySQL, PostgreSQL, Figma, MS Office, MS Word","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],16,3
"HTML5, JavaScript, CSS, Shopify Liquid, React.js, Bootstrap5, Shopify Polaris, Git, Node.js, MongoDB, MS-Office, Shopify, SEO","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Not experienced",[],[],FALSE,"['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']","['react: not experienced', 'javascript: not experienced', 'html: not experienced', 'css: not experienced']",13,3
"React.js, Next.js, Tailwind CSS, Bootstrap, HTML, CSS, JavaScript, SASS, MUI, Node.js, API integration, WordPress, WooCommerce, Git, Jira, Figma, Adobe Photoshop, Adobe Illustrator, Adobe After Effects, Canva, MySQL, MongoDB, MailChimp, Campaign Monitor, cPanel, DNS","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],26,3
"Java, CSS, Manual Testing, React JS, HTML, JavaScript, SQL, Debugging, Problem Solving, Communication","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],10,3
"C, C++, Java, HTML, JavaScript, Node.js, Angular.js, Next.js, React.js, SQL, MongoDB, HTML5, CSS, Responsive Design, VS Code, Sublime, Gitlab, Git","React: Mid-level | JavaScript: Junior | HTML, CSS: Mid-level",['javascript: junior'],['javascript: junior'],FALSE,[],[],18,3
"HTML, CSS, SCSS, JavaScript, TypeScript, React, Tailwind, Next.js, Git, GitHub, UX Design, SOLID Principles, Problem Solving, Analytical Thinking, Proactivity, Attention to Detail, Debugging, Feedback Reception, Adaptability, Continuous Learning, Empathy","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],21,3
"Responsive Web Design, UI/UX, HTML, CSS, Bootstrap, Blade for Laravel, Photoshop, Basic Video Editing, JavaScript, jQuery, Blade Templates, PHP, MySQL, CakePHP, Laravel, Angular, SEO Optimization","React: Not experienced | JavaScript: Not experienced | HTML, CSS: Junior","['html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,"['react: not experienced', 'javascript: not experienced']",['javascript: not experienced'],17,3
"React.js, Next.js, Redux, Hooks, Context API, Jest, Cypress, Yup, Axios, JavaScript, HTML, CSS, Ant Design, Node.js, Express, SQL, PostgreSQL, Docker, Git CLI, GitHub, VS Code, Vercel, Heroku, Netlify, Agile Project Management, Algorithms, Architecture, Debugging, Deployment","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],29,3
"C, Python, Java, SQL, HTML, CSS, JavaScript, Git, VSCode, Jupyter Notebook, Windows","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],11,3
"HTML, CSS, JavaScript, React, Responsive Web Design, Git, VS Code, Figma, REST APIs, Problem-solving, Team Collaboration, Time Management","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],12,3
"HTML, CSS, SASS, MySQL, Git, Bootstrap, QA Testing Manual, JavaScript","React: Junior | JavaScript: Not experienced | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,['javascript: not experienced'],['javascript: not experienced'],8,3
"JavaScript, TypeScript, Python, Next.js, React, Material UI, Ant Design, Storybook, SASS, Jest, Vitest, Redux, Git, Docker, Amazon Web Services, Google Cloud Platform","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']",['javascript: junior'],FALSE,[],[],16,3
"HTML, CSS, WordPress, Wix, Shopify, Bootstrap, Joomla, Adobe Photoshop, Adobe Illustrator, Responsive Web Design, Cross-browser Compatibility, SEO Basics","React: Junior | JavaScript: Not experienced | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['html: junior', 'css: junior']",FALSE,['javascript: not experienced'],[],12,3
"HTML, CSS, JavaScript, TypeScript, Tailwind CSS, Chakra UI, React JS, Next JS, Vue JS, Nuxt JS, REST API, Git, Jira, Trello, Docker","React: Junior | JavaScript: Not experienced | HTML, CSS: Junior","['react: junior', 'html: junior', 'css: junior']","['react: junior', 'html: junior', 'css: junior']",FALSE,['javascript: not experienced'],['javascript: not experienced'],15,3
"Python, JavaScript, React.js, Redux Toolkit, Tailwind CSS, JSX, HTML, CSS, Flask, REST APIs, Web Scraping, Unix, Git, GitHub, Docker, Vercel, MySQL, Data Structures and Algorithms, Object-Oriented Programming, Problem-Solving, Operating Systems, Computer Networks, Database Management Systems","React: Mid-level | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],23,3
"HTML, CSS, JavaScript, React.js, Redux, Vite, Bootstrap, SASS, Material UI, Tailwind, Styled Components, Axios, APIs, OOP, Formik, YUP, Firebase, Node.js, Express.js, MongoDB, SQL, PostgreSQL, MySQL, Sequelize, Mongoose, JWT, Simple Token, Session-Cookies, Morgan, Redoc-express, Swagger-autogen, Swagger-ui-express, Multer, Nodemailer, RESTful APIs, Authentication, Authorization, Validation, EJS, Git, GitHub, Docker, Docker Hub, Agile, SDLC, Jira, Python, Linux, TypeScript, Next.js, Cypress","React: Not experienced | JavaScript: Junior | HTML, CSS: Junior","['javascript: junior', 'html: junior', 'css: junior']","['javascript: junior', 'html: junior', 'css: junior']",FALSE,['react: not experienced'],['react: not experienced'],51,3
"HTML5, CSS, Tailwind CSS, JavaScript, ES6, React, Ant Design, Next.js, Node.js, Express.js, MongoDB, MySQL, REST APIs, Git, GitHub, GitHub Pages, Netlify, Vercel, Firebase, AWS, Google Cloud, DigitalOcean, On-page SEO, Technical SEO","React: Junior | JavaScript: Not experienced | HTML, CSS: Not experienced",['react: junior'],['react: junior'],FALSE,"['javascript: not experienced', 'html: not experienced', 'css: not experienced']","['javascript: not experienced', 'html: not experienced', 'css: not experienced']",24,3
"HTML, CSS, SASS, LESS, Stylus, Tailwind CSS, Bootstrap, Foundation, PHP, Laravel, C#, .NET, Go, Echo, Python, Django, JavaScript, Node.js, AdonisJS, NestJS, TypeScript, Express, React, Redux, Angular, Vue, Vuex, Next.js, Docker, MySQL, MariaDB, Java, Spring Boot, SQL, PostgreSQL, MongoDB, DynamoDB, Redis, Kubernetes, Apache Kafka, RabbitMQ, Service Bus, Styled Components, Webpack","React: Junior | JavaScript: Junior | HTML, CSS: Junior","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']","['react: junior', 'javascript: junior', 'html: junior', 'css: junior']",FALSE,[],[],44,3
